Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg Vehicle Turnaround Time,Avg Customer Turnaround Time,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-05-11 00:00:00,21:54:30,"""CNR1748676""",Completed,"""CID5855184""",Go Sedan,Mehrauli,IIT Delhi,4.8,15.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,257,10.02,4,4.7,Credit Card
2024-05-25 00:00:00,15:20:19,"""CNR9018332""",Completed,"""CID5244532""",Auto,Raj Nagar Extension,Mayur Vihar,9.4,34.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,110,2.99,4.5,4.8,UPI
2024-01-23 00:00:00,18:52:40,"""CNR6347706""",Cancelled by Driver,"""CID7676450""",Go Mini,Badarpur,Bahadurgarh,4.3,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-09 00:00:00,09:59:46,"""CNR3245062""",Completed,"""CID3655439""",Go Sedan,Pataudi Chowk,Preet Vihar,2.9,40.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,585,31.32,4.5,3.9,UPI
2024-04-21 00:00:00,16:53:42,"""CNR2353965""",Completed,"""CID4723366""",Go Mini,IMT Manesar,Jahangirpuri,7.4,31.3,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,697,36.64,3.9,4.7,Credit Card
2024-01-20 00:00:00,11:21:13,"""CNR3349418""",Completed,"""CID1938710""",Go Sedan,Ghitorni,Manesar,7.8,32.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,1240,47.01,4.4,4.4,UPI
2024-12-22 00:00:00,06:52:49,"""CNR5038976""",Cancelled by Driver,"""CID8313729""",Go Mini,Jama Masjid,Saket A Block,5.1,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-10-16 00:00:00,15:34:07,"""CNR9755184""",Cancelled by Customer,"""CID3811968""",Go Sedan,India Gate,Gwal Pahari,5.1,28.61575145,1,Wrong Address,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-08-23 00:00:00,10:19:06,"""CNR1872680""",Completed,"""CID1362913""",Premier Sedan,Gurgaon Sector 56,Indirapuram,9.4,20.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,777,15.11,4.1,4.4,Debit Card
2024-05-29 00:00:00,19:30:57,"""CNR1349127""",Completed,"""CID3169109""",Auto,Jhilmil,Kirti Nagar,11,31.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,95,38.26,4.2,4.7,Cash
2024-10-08 00:00:00,07:40:03,"""CNR2230959""",Completed,"""CID8978567""",Auto,Shivaji Park,Meerut,11.6,39.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,484,47.12,4.3,4.9,Uber Wallet
2024-02-26 00:00:00,08:18:20,"""CNR9380391""",Incomplete,"""CID2765374""",Go Sedan,DLF Phase 3,Janakpuri,8,11,0,Driver asked to cancel,0,More than permitted people in there,1,Other Issue,301,9.59,4.22464455,4.404739336,Cash
2024-01-21 00:00:00,18:10:37,"""CNR9895668""",Completed,"""CID2656518""",Go Sedan,Yamuna Bank,Jahangirpuri,2.1,21.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,485,2.17,3.2,4.1,UPI
2024-03-20 00:00:00,11:52:33,"""CNR1918302""",Completed,"""CID6415639""",Go Sedan,Tis Hazari,Chhatarpur,2.9,19.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,76,42.9,4.7,4.5,UPI
2024-05-20 00:00:00,12:53:30,"""CNR2429657""",Completed,"""CID3288614""",Auto,Huda City Centre,Sikanderpur,8.3,38.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,188,35.09,4.6,4.1,UPI
2024-09-07 00:00:00,13:54:20,"""CNR7937909""",Cancelled by Driver,"""CID3192355""",Auto,Ghaziabad,IGI Airport,5.2,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-09-19 00:00:00,16:57:48,"""CNR7044315""",Completed,"""CID2521883""",Premier Sedan,Nirman Vihar,Sushant Lok,12,38,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,443,45.58,4.6,4.6,Debit Card
2024-05-12 00:00:00,09:51:14,"""CNR5517053""",Cancelled by Driver,"""CID8551973""",Auto,Govindpuri,Saidulajab,9.2,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-02-16 00:00:00,07:46:22,"""CNR8024437""",Cancelled by Driver,"""CID8921274""",Premier Sedan,Chhatarpur,RK Puram,5.6,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-08-20 00:00:00,18:30:52,"""CNR4956091""",Completed,"""CID5068009""",Auto,Manesar,Rithala,5,19.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,144,34.44,4.7,4.6,Uber Wallet
2024-05-19 00:00:00,05:27:39,"""CNR5377230""",Cancelled by Driver,"""CID7586347""",Go Sedan,Udyog Vihar Phase 4,Chanakyapuri,9.2,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-12-18 00:00:00,18:08:25,"""CNR3120739""",No Driver Found,"""CID5285181""",Bike,Sushant Lok,Nirman Vihar,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-12-27 00:00:00,18:08:03,"""CNR4763532""",Incomplete,"""CID3554977""",Bike,Green Park,Okhla,3.5,14.8,0,Driver asked to cancel,0,More than permitted people in there,1,Vehicle Breakdown,268,7.21,4.22464455,4.404739336,UPI
2024-03-05 00:00:00,19:33:38,"""CNR5897670""",Completed,"""CID3538617""",Auto,Satguru Ram Singh Marg,Bhiwadi,5.2,32.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,118,14.3,4.2,3,Uber Wallet
2024-06-27 00:00:00,16:58:32,"""CNR7975978""",Completed,"""CID6240053""",Bike,Keshav Puram,Noida Film City,9.9,17.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,516,13.3,4.1,4.7,Cash
2024-01-18 00:00:00,17:50:42,"""CNR8129409""",Cancelled by Driver,"""CID3329487""",Go Sedan,Anand Vihar,Moti Nagar,3.7,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-07-05 00:00:00,18:51:57,"""CNR2244899""",Cancelled by Driver,"""CID7332345""",Auto,Sushant Lok,MG Road,7.3,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-28 00:00:00,05:56:09,"""CNR3178616""",Completed,"""CID6827919""",Auto,Arjangarh,Punjabi Bagh,5.3,36.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,600,22.68,4,4.3,UPI
2024-12-12 00:00:00,20:32:17,"""CNR9398491""",No Driver Found,"""CID4442768""",Auto,Nawada,Ghitorni,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-01-04 00:00:00,22:58:02,"""CNR1365010""",Cancelled by Driver,"""CID6704179""",Go Mini,Aya Nagar,IGI Airport,7.6,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-01-15 00:00:00,09:20:39,"""CNR7934360""",Cancelled by Customer,"""CID7563867""",Bike,Malviya Nagar,Dwarka Mor,19.2,28.61575145,1,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-02-11 00:00:00,17:05:28,"""CNR3466923""",Completed,"""CID6417399""",Go Sedan,Kashmere Gate,Jama Masjid,8.1,24.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,339,20.88,4.7,3,Cash
2024-02-05 00:00:00,18:27:13,"""CNR1772188""",Cancelled by Driver,"""CID9995196""",Auto,Tilak Nagar,Hero Honda Chowk,5.3,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-02-03 00:00:00,23:43:15,"""CNR6221378""",Completed,"""CID4952284""",Uber XL,India Gate,IGI Airport,14.9,15,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,533,28.23,3.4,4.6,Cash
2024-02-26 00:00:00,09:03:49,"""CNR9154449""",Completed,"""CID1077586""",Premier Sedan,Tilak Nagar,Qutub Minar,13.3,30.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,884,14.57,4.3,4.7,UPI
2024-08-05 00:00:00,03:06:06,"""CNR2310347""",Completed,"""CID1012548""",Go Mini,IFFCO Chowk,Chirag Delhi,8.8,15.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,446,6.69,4.4,4.3,Cash
2024-09-24 00:00:00,20:53:11,"""CNR5161112""",Completed,"""CID1845980""",Premier Sedan,Chhatarpur,Paharganj,11.7,30.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,675,10.62,4.2,4.1,Credit Card
2024-07-02 00:00:00,13:28:31,"""CNR4746570""",No Driver Found,"""CID4041893""",Go Mini,Lajpat Nagar,Patel Chowk,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-11-02 00:00:00,12:14:07,"""CNR5206507""",Completed,"""CID9160368""",Uber XL,Ghaziabad,Mandi House,3.9,25.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,407,19.99,3.7,4.9,UPI
2024-07-31 00:00:00,20:46:08,"""CNR1105649""",Cancelled by Customer,"""CID2416362""",Go Sedan,Mundka,Maidan Garhi,18,28.61575145,1,Change of plans,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-08-19 00:00:00,14:52:54,"""CNR6561675""",Completed,"""CID4709340""",Premier Sedan,Badarpur,Qutub Minar,14.9,25.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,219,12.04,3.7,4.3,Cash
2024-02-12 00:00:00,20:17:26,"""CNR6735246""",Completed,"""CID4830877""",eBike,Moolchand,Saket A Block,3.8,15.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,811,43.29,4.2,5,UPI
2024-05-17 00:00:00,10:02:17,"""CNR9393355""",Completed,"""CID2207388""",Go Sedan,Gurgaon Railway Station,Paschim Vihar,13.3,43,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,169,3,3.9,4.9,Uber Wallet
2024-07-07 00:00:00,09:37:31,"""CNR7041170""",Completed,"""CID3351210""",Go Sedan,Ashok Park Main,Uttam Nagar,4.9,41.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,379,28.36,3.5,4.2,Cash
2024-05-26 00:00:00,18:19:30,"""CNR7015962""",Incomplete,"""CID3453799""",Auto,Anand Vihar ISBT,Huda City Centre,7.3,29.7,0,Driver asked to cancel,0,More than permitted people in there,1,Customer Demand,465,13.04,4.22464455,4.404739336,Credit Card
2024-06-03 00:00:00,21:14:38,"""CNR2820483""",Cancelled by Driver,"""CID2955701""",Auto,Vishwavidyalaya,Vinobapuri,7.9,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-30 00:00:00,10:07:04,"""CNR8192504""",Completed,"""CID2186576""",Uber XL,Subhash Chowk,Noida Extension,5.9,26.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,160,5.52,4.4,4.1,UPI
2024-04-01 00:00:00,20:06:11,"""CNR5614673""",Completed,"""CID1336911""",Go Sedan,Azadpur,Moti Nagar,5.9,27.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,153,11.93,4.4,4.9,UPI
2024-12-05 00:00:00,20:21:12,"""CNR8765520""",Cancelled by Driver,"""CID9963800""",Go Mini,Greater Noida,Sohna Road,9.6,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-11-28 00:00:00,15:08:47,"""CNR2066424""",Cancelled by Driver,"""CID6053450""",Go Mini,Rajiv Nagar,Jahangirpuri,9.7,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-07-16 00:00:00,16:23:25,"""CNR4566796""",Cancelled by Driver,"""CID7109338""",Auto,Chanakyapuri,Ghaziabad,9.1,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-08-02 00:00:00,12:48:08,"""CNR4733031""",Cancelled by Driver,"""CID4204069""",eBike,Greater Kailash,Shivaji Park,10,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-03-13 00:00:00,10:00:31,"""CNR7239129""",Completed,"""CID6041120""",Premier Sedan,Nirman Vihar,Patel Chowk,4.6,24.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,369,8.8,4.3,3.7,UPI
2024-06-18 00:00:00,19:49:46,"""CNR7089866""",Completed,"""CID8788583""",Auto,Rohini East,Basai Dhankot,14,17.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,360,19.2,4.4,3.8,Uber Wallet
2024-12-28 00:00:00,14:02:01,"""CNR8341687""",Completed,"""CID8711272""",Auto,Jor Bagh,Nirman Vihar,2.1,31.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,828,28.84,5,4.1,UPI
2024-04-14 00:00:00,08:09:09,"""CNR9138999""",Completed,"""CID6864518""",Go Sedan,Khan Market,Bhiwadi,12.1,19.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,791,33.08,4.9,4.9,UPI
2024-06-10 00:00:00,20:19:58,"""CNR4704280""",Completed,"""CID7724201""",Go Mini,Karkarduma,Ambience Mall,10.5,18,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,529,10.88,5,4.9,UPI
2024-11-08 00:00:00,17:00:33,"""CNR9540934""",Completed,"""CID8987509""",Premier Sedan,Lok Kalyan Marg,Preet Vihar,9.7,36.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,306,43.4,4.4,4.9,UPI
2024-02-10 00:00:00,08:25:19,"""CNR9190112""",Completed,"""CID2588384""",Auto,Ghaziabad,Moti Nagar,3.3,25.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,131,15.83,3.1,4.3,Credit Card
2024-05-13 00:00:00,17:58:11,"""CNR3039145""",Completed,"""CID8157003""",Go Sedan,Shastri Park,Narsinghpur,5.1,23.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,651,9.61,4.7,4.6,Debit Card
2024-07-27 00:00:00,19:05:27,"""CNR1456049""",Completed,"""CID5722305""",Go Sedan,Peeragarhi,Pulbangash,2.9,30.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,412,2.69,4.8,3.7,Debit Card
2024-01-31 00:00:00,09:57:25,"""CNR9910547""",Cancelled by Driver,"""CID7267162""",Auto,Botanical Garden,Panipat,6.9,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-26 00:00:00,10:28:54,"""CNR4505039""",Completed,"""CID8601598""",Auto,Vasant Kunj,Vatika Chowk,6.6,33.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,984,12.52,3.9,4.6,Cash
2024-03-31 00:00:00,21:06:58,"""CNR2898050""",Completed,"""CID1516570""",Auto,DLF Phase 3,Okhla,12.4,31.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,375,27.76,4,3.6,UPI
2024-09-19 00:00:00,14:09:02,"""CNR2066912""",Cancelled by Driver,"""CID7868182""",eBike,Saket A Block,Sultanpur,7,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-01-05 00:00:00,11:10:02,"""CNR4694217""",Cancelled by Driver,"""CID6623498""",Go Sedan,Subhash Chowk,Badshahpur,5.1,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-12-22 00:00:00,04:40:50,"""CNR9086694""",Completed,"""CID1564650""",Auto,Jahangirpuri,Rohini,9.7,31.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,651,7.7,4.3,3.9,Uber Wallet
2024-05-08 00:00:00,22:58:27,"""CNR3614133""",Completed,"""CID1919404""",Auto,Pulbangash,Akshardham,8.2,37.3,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,415,23.21,4.6,4.6,Uber Wallet
2024-07-15 00:00:00,17:14:23,"""CNR5925227""",Cancelled by Driver,"""CID9346641""",Bike,Palam Vihar,Gwal Pahari,8.5,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-04-26 00:00:00,14:38:13,"""CNR2270165""",Cancelled by Customer,"""CID1036906""",Go Sedan,Greater Kailash,Lok Kalyan Marg,11.4,28.61575145,1,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-07-24 00:00:00,15:21:21,"""CNR5568712""",Cancelled by Driver,"""CID1277528""",Premier Sedan,Saket,Ashok Vihar,7.2,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-01-13 00:00:00,08:04:49,"""CNR8002088""",Cancelled by Driver,"""CID7591158""",Auto,Shastri Nagar,Jasola,4.7,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-06-30 00:00:00,11:27:31,"""CNR4151102""",Completed,"""CID4892044""",Premier Sedan,Khandsa,Cyber Hub,3.4,43.3,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,727,29.21,4.6,4.7,UPI
2024-08-30 00:00:00,18:43:24,"""CNR4083167""",Cancelled by Driver,"""CID7168786""",eBike,Chanakyapuri,DLF City Court,3.4,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-02-15 00:00:00,07:55:35,"""CNR4899122""",Completed,"""CID7879061""",Premier Sedan,Manesar,Mansarovar Park,13.1,15.2,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,302,30.45,4.2,4.2,UPI
2024-10-20 00:00:00,20:40:00,"""CNR3404014""",Cancelled by Customer,"""CID5570791""",Auto,Sarai Kale Khan,Raj Nagar Extension,7.6,28.61575145,1,Driver is not moving towards pickup location,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-04-26 00:00:00,18:13:20,"""CNR4980486""",Cancelled by Driver,"""CID7482953""",Bike,Moolchand,Chanakyapuri,8.7,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-05-18 00:00:00,21:51:46,"""CNR3125291""",Cancelled by Driver,"""CID5686688""",Premier Sedan,IMT Manesar,Jor Bagh,6.3,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-02-28 00:00:00,15:11:55,"""CNR8788210""",Cancelled by Customer,"""CID5582299""",Go Sedan,Ashram,New Colony,6.5,28.61575145,1,Change of plans,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-11-11 00:00:00,20:06:27,"""CNR2199295""",Completed,"""CID4892084""",Go Sedan,Madipur,Tagore Garden,5.4,16.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,392,2.09,3.4,4.9,UPI
2024-11-19 00:00:00,21:18:07,"""CNR5805639""",Cancelled by Driver,"""CID6316344""",Premier Sedan,Pragati Maidan,Chirag Delhi,7.9,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-12-23 00:00:00,18:19:48,"""CNR8410773""",Cancelled by Customer,"""CID5525050""",Auto,Adarsh Nagar,Botanical Garden,10.9,28.61575145,1,Wrong Address,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-11-09 00:00:00,17:57:48,"""CNR5442189""",Completed,"""CID9403434""",Go Mini,Azadpur,Karkarduma,2.7,42.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,1052,43.22,4.8,4.8,Cash
2024-10-06 00:00:00,07:17:19,"""CNR1278315""",Cancelled by Driver,"""CID8911337""",Premier Sedan,Shastri Nagar,Noida Film City,11.6,28.61575145,0,Driver asked to cancel,1,The customer was coughing/sick,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-10-18 00:00:00,23:11:44,"""CNR7527478""",Completed,"""CID4894520""",Auto,Shivaji Park,Tagore Garden,13.3,35.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,921,48.69,3.8,4.6,Uber Wallet
2024-04-17 00:00:00,13:46:36,"""CNR4725147""",Completed,"""CID7166094""",Bike,Mandi House,Rohini West,3.9,25.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,189,25.96,4.6,5,Credit Card
2024-08-20 00:00:00,16:44:33,"""CNR5654141""",Incomplete,"""CID9881226""",Premier Sedan,Indraprastha,Jor Bagh,7.3,22.1,0,Driver asked to cancel,0,More than permitted people in there,1,Customer Demand,314,18.89,4.22464455,4.404739336,Debit Card
2024-12-13 00:00:00,13:48:26,"""CNR9308880""",Completed,"""CID9048500""",Go Mini,Moti Nagar,Bhikaji Cama Place,9.6,24.7,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,115,19.14,4.6,4.8,Cash
2024-11-02 00:00:00,19:17:25,"""CNR7223634""",Completed,"""CID5611923""",Bike,Chanakyapuri,Mandi House,7.9,33.8,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,670,15.33,4.2,4.2,Credit Card
2024-07-11 00:00:00,14:35:05,"""CNR8908186""",Completed,"""CID1060467""",Bike,Kaushambi,Ghitorni Village,12.3,35.3,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,751,27.13,4.6,4.9,UPI
2024-10-12 00:00:00,16:45:00,"""CNR6098250""",Completed,"""CID2595479""",Auto,Tagore Garden,Kalkaji,11.6,15.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,517,16.32,4.3,4.5,UPI
2024-09-29 00:00:00,12:37:59,"""CNR7860349""",Completed,"""CID5161952""",Go Mini,Faridabad Sector 15,Janakpuri,3.3,42.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,928,18.13,5,4.6,Cash
2024-02-29 00:00:00,12:48:28,"""CNR7774098""",Completed,"""CID1535567""",Go Mini,Pulbangash,Vasant Kunj,6.4,38.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,336,27.52,4,4.2,UPI
2024-08-03 00:00:00,12:27:33,"""CNR8990210""",No Driver Found,"""CID6785239""",Auto,Model Town,Rithala,8.321474359,28.61575145,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-07-15 00:00:00,06:30:07,"""CNR1604843""",Completed,"""CID3650524""",Go Sedan,Satguru Ram Singh Marg,Sushant Lok,15,44.5,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,476,4.96,4.4,4.4,Cash
2024-04-09 00:00:00,17:41:41,"""CNR5743864""",Cancelled by Driver,"""CID4720271""",Go Sedan,INA Market,Netaji Subhash Place,10.2,28.61575145,0,Driver asked to cancel,1,More than permitted people in there,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-08-13 00:00:00,12:49:17,"""CNR7721257""",Completed,"""CID4783718""",Bike,Nirman Vihar,Hero Honda Chowk,13.9,17.9,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,104,12.29,3.2,4.9,Cash
2024-08-17 00:00:00,15:17:40,"""CNR7360556""",Completed,"""CID6551070""",Auto,Chandni Chowk,Noida Sector 62,10.7,43.1,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,579,7.29,4.5,4.5,UPI
2024-08-22 00:00:00,12:15:54,"""CNR6248078""",Completed,"""CID5434628""",Go Mini,Karol Bagh,Chandni Chowk,11,41.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,181,44.75,4.4,4.4,Cash
2024-03-15 00:00:00,16:38:52,"""CNR7698052""",Completed,"""CID7071135""",Go Sedan,Chandni Chowk,IFFCO Chowk,4.3,23.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,1727,46.07,5,4.4,Credit Card
2024-10-26 00:00:00,19:44:01,"""CNR4456848""",Cancelled by Driver,"""CID8988573""",Premier Sedan,Nirman Vihar,Pragati Maidan,4.4,28.61575145,0,Driver asked to cancel,1,Customer related issue,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-04-07 00:00:00,22:21:38,"""CNR5540432""",Cancelled by Driver,"""CID3241367""",Auto,Pitampura,Botanical Garden,11.4,28.61575145,0,Driver asked to cancel,1,Personal & Car related issues,0,Vehicle Breakdown,483.4566474,25.46128613,4.22464455,4.404739336,UPI
2024-01-17 00:00:00,09:47:34,"""CNR3418737""",Completed,"""CID4772721""",Auto,Moolchand,Punjabi Bagh,11.6,20.4,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,339,22.75,4.2,5,Cash
2024-07-14 00:00:00,21:40:13,"""CNR2312629""",Completed,"""CID6034675""",Auto,Sonipat,Dwarka Sector 21,6.7,23.6,0,Driver asked to cancel,0,More than permitted people in there,0,Vehicle Breakdown,833,31.3,4.3,4.1,Uber Wallet
